date,fund_code,fund_name,estimated_return,top_holdings_contribution,uncovered_contribution,fx_contribution,fee_impact,covered_weight,uncovered_weight,benchmark_ticker,benchmark_return,fx_pair,fx_return,annual_fee_rate,daily_fee_rate,model_version,missing_tickers
2026-06-02,001118,鍗庡疂绾虫柉杈惧厠绮鹃€?,0.0023034314995573225,0.0004348945415447677,0.0021180926829797303,-0.00017783441349176555,-7.172131147540982e-05,0.5399999999999999,0.4600000000000001,QQQ,0.0046045493108255,USD/CNY,-0.0001773815606335,0.017499999999999998,7.172131147540982e-05,top_holdings_plus_benchmark_v0,
