fund_code,fund_name,benchmark_ticker,base_currency,asset_currency,management_fee,custody_fee,trading_days_per_year
001118,鍗庡疂绾虫柉杈惧厠绮鹃€?,QQQ,CNY,USD,0.015,0.0025,244
